GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE,REGION,HPV_INT_DOSES
COUNTRIES,RWA,Rwanda,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,158430,127868.0,81.0,AFR,1 dose
COUNTRIES,KNA,Saint Kitts and Nevis,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,LCA,Saint Lucia,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,VCT,Saint Vincent and the Grenadines,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,785,123.0,16.0,AMR,1 dose
COUNTRIES,WSM,Samoa,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,SMR,San Marino,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,163,60.0,37.0,EUR,2 doses (6 months)
COUNTRIES,STP,São Tomé and Príncipe,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,SAU,Saudi Arabia,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EMR,2 doses (12 months)
COUNTRIES,SEN,Senegal,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,2 doses (6 months)
COUNTRIES,SRB,Serbia,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,SYC,Seychelles,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,719,616.0,86.0,AFR,2 doses (6 months)
COUNTRIES,SLE,Sierra Leone,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,SGP,Singapore,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,22845,393.0,2.0,WPR,2 doses (6 months)
COUNTRIES,SVK,Slovakia,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,SVN,Slovenia,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,44.0,EUR,2 doses (6 months)
COUNTRIES,SLB,Solomon Islands,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,ZAF,South Africa,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,549306,378781.0,69.0,AFR,1 dose
COUNTRIES,ESP,Spain,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,231820,193478.0,83.0,EUR,1 dose
COUNTRIES,LKA,Sri Lanka,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,180924,117071.0,65.0,SEAR,2 doses (6 months)
COUNTRIES,SUR,Suriname,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,68.0,AMR,1 dose
COUNTRIES,SWE,Sweden,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,78.0,EUR,2 doses (6 months)
COUNTRIES,CHE,Switzerland,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,64.0,EUR,2 doses (6 months)
COUNTRIES,TJK,Tajikistan,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,1 dose
COUNTRIES,THA,Thailand,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,423694,290962.0,69.0,SEAR,1 dose
COUNTRIES,TLS,Timor-Leste,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,SEAR,1 dose
COUNTRIES,TGO,Togo,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,TON,Tonga,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,TTO,Trinidad and Tobago,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,19762,3991.0,20.0,AMR,2 doses (6 months)
COUNTRIES,TUR,Turkey,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,Not yet introduced
COUNTRIES,TKM,Turkmenistan,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,56428,54349.0,96.0,EUR,1 dose
COUNTRIES,TUV,Tuvalu,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,UGA,Uganda,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,587107,725350.0,99.0,AFR,1 dose
COUNTRIES,UKR,Ukraine,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,Not yet introduced
COUNTRIES,ARE,United Arab Emirates,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EMR,2 doses (6 months)
COUNTRIES,GBR,United Kingdom,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,342409,305676.0,89.0,EUR,1 dose
COUNTRIES,TZA,Tanzania,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,USA,the United States of America,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,65.0,AMR,1 dose
COUNTRIES,URY,Uruguay,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,68.0,AMR,2 doses (6 months)
COUNTRIES,UZB,Uzbekistan,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,1 dose
COUNTRIES,VUT,Vanuatu,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,ZMB,Zambia,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,ZWE,Zimbabwe,2017.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,ALB,Albania,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,1 dose
COUNTRIES,AND,Andorra,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,EUR,2 doses (6 months)
COUNTRIES,ATG,Antigua and Barbuda,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,2 doses (6 months)
COUNTRIES,ARG,Argentina,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,346509,297507.0,86.0,AMR,1 dose
COUNTRIES,ARM,Armenia,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,1 dose
COUNTRIES,AUS,Australia,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,79.0,WPR,1 dose
COUNTRIES,AUT,Austria,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,20.0,EUR,2 doses (6 months)
COUNTRIES,AZE,Azerbaijan,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,Not yet introduced
COUNTRIES,BHS,Bahamas,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,5535,1347.0,24.0,AMR,
COUNTRIES,BHR,Bahrain,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EMR,2 doses (6 months)
COUNTRIES,BGD,Bangladesh,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,SEAR,1 dose
COUNTRIES,BRB,Barbados,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,1786,1531.0,86.0,AMR,1 dose
COUNTRIES,BLR,Belarus,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,BEL,Belgium,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,70.0,EUR,2 doses (6 months)
COUNTRIES,BLZ,Belize,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,3809,2092.0,55.0,AMR,1 dose
COUNTRIES,BTN,Bhutan,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,7004,6800.0,97.0,SEAR,1 dose
COUNTRIES,BOL,Bolivia,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,BIH,Bosnia and Herzegovina,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,BWA,Botswana,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,24331,22809.0,94.0,AFR,2 doses (6 months)
COUNTRIES,BRA,Brazil,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,1471979,1239305.0,84.0,AMR,1 dose
COUNTRIES,BRN,Brunei,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,3362,2934.0,87.0,WPR,2 doses (6 months)
COUNTRIES,BGR,Bulgaria,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,61051,2651.0,0.0,EUR,2 doses (6 months)
COUNTRIES,BFA,Burkina Faso,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,CPV,Cabo Verde,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,KHM,Cambodia,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,CMR,Cameroon,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,CAN,Canada,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,79.0,AMR,1 dose
COUNTRIES,CHL,Chile,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,114549,90056.0,79.0,AMR,1 dose
COUNTRIES,COL,Colombia,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,379983,22689.0,6.0,AMR,1 dose
COUNTRIES,COK,Cook Islands,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,108,86.0,80.0,WPR,2 doses (6 months)
COUNTRIES,CRI,Costa Rica,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,2 doses (6 months)
COUNTRIES,CIV,Ivory Coast,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,HRV,Croatia,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,38933,1161.0,3.0,EUR,2 doses (6 months)
COUNTRIES,CYP,Cyprus,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,8640,4932.0,57.0,EUR,2 doses (6 months)
COUNTRIES,CZE,Czech Republic,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,46322,28763.0,62.0,EUR,2 doses (6 months)
COUNTRIES,DNK,Denmark,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,33242,15768.0,47.0,EUR,2 doses (6 months)
COUNTRIES,DMA,Dominica,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,DOM,Dominican Republic,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,ECU,Ecuador,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,164225,166038.0,99.0,AMR,1 dose
COUNTRIES,SLV,El Salvador,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,ERI,Eritrea,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,2 doses (6 months)
COUNTRIES,EST,Estonia,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,1 dose
COUNTRIES,SWZ,Eswatini,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,ETH,Ethiopia,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,FJI,Fiji,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,8209,6791.0,83.0,WPR,2 doses (6 months)
COUNTRIES,FIN,Finland,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,66.0,EUR,2 doses (6 months)
COUNTRIES,FRA,France,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,24.0,EUR,2 doses (6 months)
COUNTRIES,GMB,Gambia,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,GEO,Georgia,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,DEU,Germany,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,51.0,EUR,2 doses (6 months)
COUNTRIES,GRC,Greece,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,EUR,2 doses (6 months)
COUNTRIES,GRD,Grenada,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,GTM,Guatemala,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,GUY,Guyana,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,21114,3216.0,15.0,AMR,1 dose
COUNTRIES,HND,Honduras,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,104529,77622.0,74.0,AMR,1 dose
COUNTRIES,HUN,Hungary,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,46048,33876.0,74.0,EUR,2 doses (6 months)
COUNTRIES,ISL,Iceland,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,2134,1990.0,93.0,EUR,2 doses (6 months)
COUNTRIES,IDN,Indonesia,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,IRL,Ireland,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,31188,17095.0,55.0,EUR,1 dose
COUNTRIES,ISR,Israel,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,71178,43891.0,62.0,EUR,2 doses (6 months)
COUNTRIES,ISR,Israel,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,71178,43891.0,62.0,EMR,2 doses (6 months)
COUNTRIES,ITA,Italy,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,276565,180418.0,65.0,EUR,2 doses (6 months)
COUNTRIES,JAM,Jamaica,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,JPN,Japan,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,566242,1007.0,0.0,WPR,2 doses (6 months)
COUNTRIES,KAZ,Kazakhstan,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,KEN,Kenya,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,KIR,Kiribati,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,KWT,Kuwait,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EMR,2 doses (6 months)
COUNTRIES,KGZ,Kyrgyzstan,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,1 dose
COUNTRIES,LAO,Laos,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,LVA,Latvia,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,9099,3593.0,39.0,EUR,2 doses (6 months)
COUNTRIES,LSO,Lesotho,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,2 doses (6 months)
COUNTRIES,LBR,Liberia,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,LBY,Libya,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,EMR,
COUNTRIES,LTU,Lithuania,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,12676,2337.0,18.0,EUR,2 doses (6 months)
COUNTRIES,LUX,Luxembourg,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,44.0,EUR,2 doses (6 months)
COUNTRIES,MWI,Malawi,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,MYS,Malaysia,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,272298,214904.0,79.0,WPR,1 dose
COUNTRIES,MDV,Maldives,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,SEAR,1 dose
COUNTRIES,MLI,Mali,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,MLT,Malta,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,2030,1740.0,86.0,EUR,2 doses (6 months)
COUNTRIES,MHL,Marshall Islands,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,599,725.0,99.0,WPR,2 doses (6 months)
COUNTRIES,MRT,Mauritania,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,MUS,Mauritius,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,8419,6334.0,75.0,AFR,2 doses (6 months)
COUNTRIES,MEX,Mexico,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,1102027,1137134.0,99.0,AMR,1 dose
COUNTRIES,FSM,Micronesia,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,1248,830.0,67.0,WPR,2 doses (6 months)
COUNTRIES,MCO,Monaco,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,EUR,2 doses (6 months)
COUNTRIES,MNG,Mongolia,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,MNE,Montenegro,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,1 dose
COUNTRIES,MAR,Morocco,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EMR,1 dose
COUNTRIES,MOZ,Mozambique,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,MMR,Myanmar,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,SEAR,1 dose
COUNTRIES,NRU,Nauru,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,2 doses (6 months)
COUNTRIES,NLD,Netherlands,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,99479,59835.0,60.0,EUR,2 doses (6 months)
COUNTRIES,NZL,New Zealand,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,28925,16375.0,57.0,WPR,2 doses (6 months)
COUNTRIES,NGA,Nigeria,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,NIU,Niue,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,2 doses (6 months)
COUNTRIES,MKD,North Macedonia,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,11526,5117.0,44.0,EUR,2 doses (6 months)
COUNTRIES,NOR,Norway,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,30340,27603.0,91.0,EUR,2 doses (6 months)
COUNTRIES,PLW,Palau,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,42.0,WPR,2 doses (6 months)
COUNTRIES,PAN,Panama,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,35264,38430.0,99.0,AMR,2 doses (6 months)
COUNTRIES,PRY,Paraguay,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,58204,45935.0,79.0,AMR,1 dose
COUNTRIES,PER,Peru,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,565357,374841.0,66.0,AMR,1 dose
COUNTRIES,PHL,Philippines,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,1132122,358870.0,32.0,WPR,2 doses (6 months)
COUNTRIES,POL,Poland,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,PRT,Portugal,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,54527,49950.0,92.0,EUR,2 doses (6 months)
COUNTRIES,QAT,Qatar,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EMR,2 doses (6 months)
COUNTRIES,KOR,South Korea,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,456303,233689.0,51.0,WPR,2 doses (6 months)
COUNTRIES,MDA,Moldova,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,ROU,Romania,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,RUS,Russia,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,Not yet introduced
COUNTRIES,RWA,Rwanda,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,153463,124820.0,81.0,AFR,1 dose
COUNTRIES,KNA,Saint Kitts and Nevis,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,LCA,Saint Lucia,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,VCT,Saint Vincent and the Grenadines,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AMR,1 dose
COUNTRIES,WSM,Samoa,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,SMR,San Marino,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,146,29.0,20.0,EUR,2 doses (6 months)
COUNTRIES,STP,São Tomé and Príncipe,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,SAU,Saudi Arabia,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EMR,2 doses (12 months)
COUNTRIES,SEN,Senegal,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,2 doses (6 months)
COUNTRIES,SRB,Serbia,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,SYC,Seychelles,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,707,668.0,94.0,AFR,2 doses (6 months)
COUNTRIES,SLE,Sierra Leone,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,SGP,Singapore,2016.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,2 doses (6 months)
