GROUP	CODE	NAME	YEAR	ANTIGEN	ANTIGEN_DESCRIPTION	COVERAGE_CATEGORY	COVERAGE_CATEGORY_DESCRIPTION	TARGET_NUMBER	DOSES	COVERAGE
COUNTRIES	ETH	Ethiopia	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	ETH	Ethiopia	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	1451136	769102	53
COUNTRIES	ETH	Ethiopia	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	FJI	Fiji	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	8462	6521	77
COUNTRIES	FJI	Fiji	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	FJI	Fiji	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	FJI	Fiji	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	8398	4478	53
COUNTRIES	FJI	Fiji	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	8398	7222	86
COUNTRIES	FIN	Finland	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			78
COUNTRIES	FIN	Finland	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			66
COUNTRIES	FIN	Finland	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			73
COUNTRIES	FIN	Finland	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			63
COUNTRIES	FIN	Finland	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			83
COUNTRIES	FRA	France	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			48
COUNTRIES	FRA	France	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			13
COUNTRIES	FRA	France	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			13
COUNTRIES	FRA	France	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			45
COUNTRIES	FRA	France	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			48
COUNTRIES	GMB	Gambia	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	GMB	Gambia	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	30497	9076	30
COUNTRIES	GMB	Gambia	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	30497	23225	76
COUNTRIES	GMB	Gambia	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	202879	0	0
COUNTRIES	GMB	Gambia	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	GEO	Georgia	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	GEO	Georgia	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	GEO	Georgia	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	GEO	Georgia	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	26004	12379	48
COUNTRIES	GEO	Georgia	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	DEU	Germany	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			68
COUNTRIES	DEU	Germany	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			68
COUNTRIES	DEU	Germany	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			43
COUNTRIES	DEU	Germany	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			54
COUNTRIES	DEU	Germany	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			43
COUNTRIES	GRC	Greece	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	GRC	Greece	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	GRC	Greece	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	GRC	Greece	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	GRC	Greece	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	GRD	Grenada	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	GRD	Grenada	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	GRD	Grenada	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	846	130	15
COUNTRIES	GRD	Grenada	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	GRD	Grenada	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	GTM	Guatemala	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	187480	166152	89
COUNTRIES	GTM	Guatemala	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	193215	49357	26
COUNTRIES	GTM	Guatemala	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	GTM	Guatemala	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	GTM	Guatemala	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	187480	132018	70
COUNTRIES	GUY	Guyana	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	47177	1729	4
COUNTRIES	GUY	Guyana	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	7194	1593	22
COUNTRIES	GUY	Guyana	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	7194	3168	44
COUNTRIES	GUY	Guyana	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	7436	2248	30
COUNTRIES	GUY	Guyana	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	35478	5809	16
COUNTRIES	HND	Honduras	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	103677	91712	88
COUNTRIES	HND	Honduras	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	HND	Honduras	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	103677	59200	57
COUNTRIES	HND	Honduras	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	104331	74553	71
COUNTRIES	HND	Honduras	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	HUN	Hungary	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	HUN	Hungary	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	49093	40620	83
COUNTRIES	HUN	Hungary	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			84
COUNTRIES	HUN	Hungary	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	46151	35770	78
COUNTRIES	HUN	Hungary	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	48367	32160	66
COUNTRIES	ISL	Iceland	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	ISL	Iceland	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	2316	2125	92
COUNTRIES	ISL	Iceland	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	2316	2229	96
COUNTRIES	ISL	Iceland	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	ISL	Iceland	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	2571	2165	84
COUNTRIES	IDN	Indonesia	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	IDN	Indonesia	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	2384648	677600	28
COUNTRIES	IDN	Indonesia	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	IDN	Indonesia	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	2296028	114163	5
COUNTRIES	IDN	Indonesia	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	2296028	96730	4
COUNTRIES	IRL	Ireland	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	33992	27805	82
COUNTRIES	IRL	Ireland	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	37627	28885	77
COUNTRIES	IRL	Ireland	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	35674	26786	75
COUNTRIES	IRL	Ireland	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	33992	27755	82
COUNTRIES	IRL	Ireland	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	36028	29338	81
COUNTRIES	ISR	Israel	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	75691	46923	62
COUNTRIES	ISR	Israel	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	76124	42099	55
COUNTRIES	ISR	Israel	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	79642	41155	52
COUNTRIES	ISR	Israel	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	71999	41512	58
COUNTRIES	ISR	Israel	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	71999	46720	65
COUNTRIES	ITA	Italy	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	288907	144662	50
COUNTRIES	ITA	Italy	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	278082	211539	76
COUNTRIES	ITA	Italy	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	278082	189794	68
COUNTRIES	ITA	Italy	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	295429	188138	64
COUNTRIES	ITA	Italy	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	272273	158141	58
COUNTRIES	JAM	Jamaica	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	JAM	Jamaica	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	20395	840	4
COUNTRIES	JAM	Jamaica	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	JAM	Jamaica	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	22157	4527	20
COUNTRIES	JAM	Jamaica	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	22157	3463	16
COUNTRIES	JPN	Japan	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	545251	54299	10
COUNTRIES	JPN	Japan	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	JPN	Japan	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	545251	15916	3
COUNTRIES	JPN	Japan	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	538703	119327	22
COUNTRIES	JPN	Japan	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	KAZ	Kazakhstan	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	KAZ	Kazakhstan	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	KAZ	Kazakhstan	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	KAZ	Kazakhstan	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	KAZ	Kazakhstan	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	KEN	Kenya	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	2137869	535717	25
COUNTRIES	KEN	Kenya	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	653356	192182	29
COUNTRIES	KEN	Kenya	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	KEN	Kenya	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	653356	108840	17
COUNTRIES	KEN	Kenya	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	KIR	Kiribati	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	KIR	Kiribati	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	KIR	Kiribati	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	KIR	Kiribati	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	KIR	Kiribati	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	KWT	Kuwait	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	KWT	Kuwait	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	KWT	Kuwait	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	KWT	Kuwait	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	KWT	Kuwait	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	KGZ	Kyrgyzstan	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	KGZ	Kyrgyzstan	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	KGZ	Kyrgyzstan	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	KGZ	Kyrgyzstan	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	KGZ	Kyrgyzstan	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	269342	176150	65
COUNTRIES	LAO	Lao People's Democratic Republic	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	73374	39268	54
COUNTRIES	LAO	Lao People's Democratic Republic	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	73374	60690	83
COUNTRIES	LAO	Lao People's Democratic Republic	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	LAO	Lao People's Democratic Republic	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	LAO	Lao People's Democratic Republic	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	165933	89687	54
COUNTRIES	LVA	Latvia	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	10263	5706	56
COUNTRIES	LVA	Latvia	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	10117	5189	51
COUNTRIES	LVA	Latvia	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	LVA	Latvia	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	10117	4319	43
COUNTRIES	LVA	Latvia	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	32013	3738	12
COUNTRIES	LSO	Lesotho	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	LSO	Lesotho	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	156476	93000	59
COUNTRIES	LSO	Lesotho	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	LSO	Lesotho	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	LSO	Lesotho	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	LBR	Liberia	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	71558	30117	42
COUNTRIES	LBR	Liberia	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	LBR	Liberia	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	LBR	Liberia	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	LBR	Liberia	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	LBY	Libya	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	LBY	Libya	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	LBY	Libya	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	LBY	Libya	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	LBY	Libya	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	LTU	Lithuania	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	12834	10350	81
COUNTRIES	LTU	Lithuania	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	15196	8786	58
COUNTRIES	LTU	Lithuania	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	LTU	Lithuania	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	12834	8816	69
COUNTRIES	LTU	Lithuania	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	LUX	Luxembourg	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			68
COUNTRIES	LUX	Luxembourg	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	LUX	Luxembourg	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			85
COUNTRIES	LUX	Luxembourg	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			80
COUNTRIES	LUX	Luxembourg	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			86
COUNTRIES	MWI	Malawi	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	MWI	Malawi	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	MWI	Malawi	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MWI	Malawi	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MWI	Malawi	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	284014	37296	13
COUNTRIES	MYS	Malaysia	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MYS	Malaysia	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	260940	94348	36
COUNTRIES	MYS	Malaysia	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	261528	209279	80
COUNTRIES	MYS	Malaysia	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	261528	199236	76
COUNTRIES	MYS	Malaysia	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MDV	Maldives	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MDV	Maldives	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	MDV	Maldives	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	MDV	Maldives	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	3653	3026	83
COUNTRIES	MDV	Maldives	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MLI	Mali	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MLI	Mali	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates			
COUNTRIES	MLI	Mali	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MLI	Mali	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	MLI	Mali	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
COUNTRIES	MLT	Malta	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	2067	1689	82
COUNTRIES	MLT	Malta	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MLT	Malta	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	2067	1595	77
COUNTRIES	MLT	Malta	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MLT	Malta	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	2253	1921	85
COUNTRIES	MHL	Marshall Islands	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MHL	Marshall Islands	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	479	336	70
COUNTRIES	MHL	Marshall Islands	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MHL	Marshall Islands	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	471	311	66
COUNTRIES	MHL	Marshall Islands	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	479	250	52
COUNTRIES	MRT	Mauritania	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MRT	Mauritania	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	56151	10663	19
COUNTRIES	MRT	Mauritania	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	375129	74825	20
COUNTRIES	MRT	Mauritania	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	56151	24750	44
COUNTRIES	MRT	Mauritania	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MUS	Mauritius	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	8758	5168	59
COUNTRIES	MUS	Mauritius	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	6601	2758	42
COUNTRIES	MUS	Mauritius	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	8758	6334	72
COUNTRIES	MUS	Mauritius	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MUS	Mauritius	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MEX	Mexico	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	2176714	1749441	80
COUNTRIES	MEX	Mexico	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	1098059	1098616	99
COUNTRIES	MEX	Mexico	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	MEX	Mexico	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	MEX	Mexico	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	1098059	1190903	99
COUNTRIES	FSM	Micronesia (Federated States of)	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	1177	537	46
COUNTRIES	FSM	Micronesia (Federated States of)	2022	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	10889	7622	70
COUNTRIES	FSM	Micronesia (Federated States of)	2022	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates			
COUNTRIES	FSM	Micronesia (Federated States of)	2022	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates			
COUNTRIES	FSM	Micronesia (Federated States of)	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	1177	658	56
COUNTRIES	MCO	Monaco	2022	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates			
COUNTRIES	MCO	Monaco	2022	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates			
